,security,DS_DSCODE_C,DS_IS_MAJOR,DS_IS_PRIMQT,DS_SECTYPE,DS_LAST_PRICE_DATE,DS_STATUS,DS_REGION,DS_COVERAGE,DS_QT_NAME,WS_SEC_6035,SYM_INST_ORGPERMID,Industry Group,Sector
448,@RIGHT18,99057P,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,RIGHT TUNNELLING,C764H1260,5076392640,PROPCON,CONS
449,@RKMED2,28022L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ASSET FIVE GROUP,C764WG400,4295893427,PROPCON,-
450,@ROCKW15,140341,Y,1,Ordinary Share,2023-12-12 00:00:00,ACTIVE,THA,FULL COVERAGE,ROCKWORTH,C76475410,4295892859,CONSUMP,HOME
451,@ROJAN4,865330,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ROJANA INDUSTRIAL PARK,C764H6460,4295893253,PROPCON,PROP
452,@ROJUK1,2550YL,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ROJUKISS INTERNATIONAL,C764H1220,5076359375,CONSUMP,PERSON
453,@ROYAL211491,2668GV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,ROYAL PLUS,C764H1430,5081406386,AGRO,FOOD
454,@ROYAL74,776900,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,MINOR INTERNATIONAL,C764CV120,4295893065,SERVICE,TOURISM
455,@RSPRO1,27051M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,RS,C764WK300,4295893432,TECH,ETRON
456,@SAAME1,9386F0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAAM DEVELOPMENT,C764H1ZE0,5065324719,RESOURC,-
457,@SABIN3,53444K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SABINA,C764PZR10,4298008634,CONSUMP,FASHION
458,@SABUY1,9905R4,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SABUY TECHNOLOGY,C764H1060,5068655228,SERVICE,COMM
459,@SAFEF1,2776NC,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAFE FERTILITY GROUP,C764H16C0,5058594674,SERVICE,HELTH
460,@SAHAK2,26421A,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAHAKOL EQUIPMENT,C764H59K0,5050290710,PROPCON,CONS
461,@SAHAM3,31101K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAHAMIT MACHINERY,C764OV800,4295893374,INDUS,STEEL
462,@SAHAP7,755423,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAHA PATHANAPIBUL,C76458780,4295892792,SERVICE,COMM
463,@SAHAT1,9219J6,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAHATHAI TERMINAL,C764H0030,5056387792,SERVICE,TRANS
464,@SAHAU2,741247,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAHA-UNION,C764C2430,4295893040,CONSUMP,FASHION
465,@SAINT28,2582F7,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAINTMED,C764H12N0,5062390636,CONSUMP,-
466,@SAKOL1,9218ZN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAKOL ENERGY,C764H00A0,5056415131,RESOURC,ENERG
467,@SAKSI3,9914KE,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAKSIAM LEASING,C764H12M0,5073135332,FINCIAL,FIN
468,@SALAS1,67853U,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SALA @ SATHORN PROPERTY,C764H51T0,5000088350,PROPCON,PF&REIT
469,@SALEE10,77161W,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SALEE COLOUR,C764H50E0,5000061589,INDUS,-
470,@SALEE12,9505G0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SALEE PRINTING,C764H55S0,5000017444,INDUS,PKG
471,@SALEE3,30898X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SALEE INDUSTRY,C76480000,4295892872,INDUS,-
472,@SAMAR23,356920,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAMART,C764J0270,4295893327,TECH,ICT
473,@SAMAR24,877013,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAMART TELCOMS,C764H6560,4295893247,TECH,ICT
474,@SAMAR54,2768WA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SAMART AVIATION SOLUTIONS,,5071512762,SERVICE,TRANS
475,@SAMMA4,317537,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAMMAKORN,C76475440,4295892874,PROPCON,PROP
476,@SANKO16,88390L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SANKO DIECASTING,C764H5310,5037629296,INDUS,-
477,@SANSI3,877021,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SANSIRI,C764H6570,4295893254,PROPCON,PROP
478,@SAPPE1,8733ZV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAPPE,C764H55C0,5040790928,AGRO,FOOD
479,@SAWAN3,314907,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SAWANG EXPORT,C76458790,4295892786,CONSUMP,FASHION
480,@SCANI12,9325CV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SCAN INTER,C764H56F0,5044014915,RESOURC,ENERG
481,@SCASS2,27953T,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SC ASSET,C764PG400,4295893384,PROPCON,PROP
482,@SCBAS1,75727L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,PRIME OFFICE LEASEHOLD PROPERTY,C764H50G0,5029074305,PROPCON,PF&REIT
483,@SCBXP1,2663U6,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SCB X PUBLIC COMPANY LIMITED,C764H14D0,5082464203,FINCIAL,BANK
484,@SCGPA1,9886GW,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SCG PACKAGING,C76426120,4295892742,INDUS,PKG
485,@SCIEL1,8676MT,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SCI ELECTRIC,C764H5910,5046145354,RESOURC,ENERG
486,@SEAFC1,29482F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SEAFCO,C764QC600,4295893372,PROPCON,CONS
487,@SEAFR8,317542,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SEAFRESH INDUSTRY,C76473410,4295892841,AGRO,FOOD
488,@SEAHO2,315343,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,ETERNAL ENERGY,C76475730,4295892885,AGRO,AGRI
489,@SEAMI2,141012,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,XSPRING CAPITAL,C764H6620,4295893245,FINCIAL,FIN
490,@SEAOI1,86895K,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SEA OIL,C764H53L0,5038916747,RESOURC,ENERG
491,@SEEDU1,314949,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SE-EDUCATION,C764H6630,4295893261,SERVICE,MEDIA
492,@SELIC1,2635WD,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SELIC,C764H0ZF0,5052134301,INDUS,-
493,@SERMS11,91612X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SERMSANG POWER CORPORATION,C764H0ZR0,5054562486,RESOURC,ENERG
494,@SERMS3,771211,Y,1,Ordinary Share,2023-12-12 00:00:00,ACTIVE,THA,FULL COVERAGE,SERMSUK,C764C2450,4295893052,AGRO,FOOD
495,@SGCAP2,2708GA,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SG CAPITAL,C764H14H0,5083163997,FINCIAL,FIN
496,@SHANG31,540362,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SHANGRI-LA HOTEL,C76426200,4295892725,SERVICE,TOURISM
497,@SHERW12,29663L,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SHERWOOD CORPORATION (THAILAND),C764ET600,4295893130,INDUS,-
498,@SHINC3,540358,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,INTOUCH HOLDINGS,C76423260,4295892704,TECH,ICT
499,@SHINS14,356918,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,THAICOM,C764B1700,4295892996,TECH,ICT
500,@SHOTE1,9527QK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,S HOTELS AND RESORTS,C764H10D0,5071539630,SERVICE,TOURISM
501,@SHRIN5,9887FM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SHRINKFLEX (THAILAND),C764H11U0,5062393813,INDUS,-
502,@SIAMC15,933536,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAM CEMENT,C76458800,4295892800,PROPCON,CONMAT
503,@SIAMC18,922873,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAM CITY CEMENT,C764C2470,4295893068,PROPCON,CONMAT
504,@SIAME3,90235Z,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAMEAST SOLUTIONS,C764H59W0,5050991475,SERVICE,-
505,@SIAME7,9923L1,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIAMESE ASSET,C764H11H0,5057969153,PROPCON,PROP
506,@SIAMG12,67884W,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAM GLOBAL HOUSE,C764H58D0,5000060481,SERVICE,COMM
507,@SIAMG3,777193,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SGF CAPITAL,C76458860,4295892831,FINCIAL,-
508,@SIAMM4,140370,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,CP AXTRA,C76475460,4295892883,SERVICE,COMM
509,@SIAMP11,675002,Y,1,Ordinary Share,2023-12-12 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAM PAN GROUP,C764H6680,4295893262,INDUS,AUTO
510,@SIAMR3,9514UU,Y,1,Ordinary Share,2023-12-12 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAMRAJ,C764H57C0,5045871253,RESOURC,-
511,@SIAMR4,9839V2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIAMRAJATHANEE,C764H11J0,5062379329,SERVICE,PROF
512,@SIAMS7,317593,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SYNTEC CONSTRUCTION,C76473440,4295892833,PROPCON,CONS
513,@SIAMT3,2590PJ,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIAM TECHNIC CONCRETE,C764H10T0,5062391525,PROPCON,CONMAT
514,@SIAMU2,540360,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SUSCO,C76458880,4295892805,RESOURC,ENERG
515,@SIAMW1,9168X9,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIAM WELLNESS GROUP,C764H55Q0,5042950301,SERVICE,-
516,@SIAMY1,30921N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,PRIME ROAD POWER,C76490000,4295892913,RESOURC,ENERG
517,@SIKAR2,777192,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIKARIN,C764H6720,4295893315,SERVICE,HELTH
518,@SILIC69,98155X,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SILICON CRAFT TECHNOLOGY,C764H10B0,5062391863,TECH,-
519,@SIMAT3,51390M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SIMAT TECHNOLOGIES,C764N5Q10,4295893347,TECH,-
520,@SINGE13,777194,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SINGER THAILAND,C76434510,4295892738,SERVICE,COMM
521,@SINGL5,30326F,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,NEX POINT,C764WF800,4295893438,INDUS,AUTO
522,@SINOL14,2767VV,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SINO LOGISTICS,C764H1530,5062391696,SERVICE,TRANS
523,@SINOT2,772051,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,DV8,C764H6730,4295893257,SERVICE,-
524,@SIRAK1,9829W8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIRAKORN,C764H1150,5071556213,PROPCON,-
525,@SIRIP1,8859RQ,Y,1,Ordinary Share,2023-12-08 00:00:00,ACTIVE,THA,RESEARCH,SIRI PRIME OFFICE PROPERTY,C764H55G0,5042223135,PROPCON,PF&REIT
526,@SIRIS3,2771QN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIRISOFT,C764H16V0,5085372838,TECH,-
527,@SISBP1,9379PK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SISB,C764H1ZF0,5065324656,SERVICE,PROF
528,@SIVAR1,2718N8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SIVAROM REAL ESTATE,C764H14R0,5082931470,PROPCON,-
529,@SKYTO3,87090P,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SKY TOWER,C764H52A0,4298034399,RESOURC,-
530,@SMART111,93001N,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SMART CONCRETE,C764H52K0,4297218922,PROPCON,-
531,@SNCFO1,29688V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SNC FORMER,C764Z9000,4295893422,INDUS,IMM
532,@SOLAR20,30752R,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SOLARTRON,C764TQ800,4295893368,RESOURC,ENERG
533,@SOLUT12,29628C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,NEWS NETWORK CORPORATION,,4295893134,SERVICE,-
534,@SONIC23,9370P0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SONIC INTERFREIGHT,C764H1ZJ0,5062382480,SERVICE,-
535,@SOUTH395,67937Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,2S METAL,C764H58E0,5000022857,INDUS,STEEL
536,@SPSYN3,502351,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,S & P SYNDICATE,C76458730,4295892789,AGRO,FOOD
537,@SPVIP1,93001V,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,S P V I,C764H5400,5035418668,TECH,-
538,@SRIRA4,87169J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SRIRACHA CONSTRUCTION,C764H51H0,5037268699,PROPCON,CONS
539,@SRISA3,93001J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SRISAWAD CORPORATION,C764H5100,5035305719,FINCIAL,FIN
540,@SRITH6,315009,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SRITHAI SUPERWARE,C76481690,4295892907,INDUS,PKG
541,@SRITH8,9232TL,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,C764H00Y0,5059986266,PROPCON,PF&REIT
542,@SRITR3,314951,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SRI TRANG AGRO-INDUSTRY,C764H6760,4295893275,AGRO,AGRI
543,@SRITR7,9810U2,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SRI TRANG GLOVES (THAILAND),C764H1110,5072796206,CONSUMP,PERSON
544,@STARF13,9535TN,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,STARFLEX,C764H10K0,5070763058,INDUS,PKG
545,@STARM25,2709YY,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,STAR MONEY,C764H14B0,5082518647,FINCIAL,FIN
546,@STARS15,68028J,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,STARS MICROELECTRONICS,C764H58F0,4298136115,TECH,ETRON
547,@STCCO4,9531RF,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,STC CONCRETE PRODUCT,C764H11W0,5058332183,PROPCON,-
548,@STEEL27,32572Q,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SPCG,C76430A00,4295892717,RESOURC,ENERG
549,@STHNC4,314893,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SOUTHERN CONCRETE PILE,C76475750,4295892870,PROPCON,CONMAT
550,@STONE175,9383J8,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,STONEHENGE INTER,C764H1ZA0,5051770978,PROPCON,CONS
551,@SUBSR2,776902,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SUB SRI THAI,C76458750,4295892781,PROPCON,PF&REIT
552,@SUCCE10,9822WR,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SUCCESSMORE BEING,C764H11S0,5058654758,SERVICE,COMM
553,@SUNSW1,9232Y3,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SUNSWEET,C764H00N0,5057830479,AGRO,FOOD
554,@SUNVE3,2607L5,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SUN VENDING TECHNOLOGY,C764H1390,5080170886,SERVICE,COMM
555,@SUNWO4,503742,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BIG CAMERA,C764B1730,4295892984,SERVICE,COMM
556,@SUPAL3,317704,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SUPALAI,C76481720,4295892926,PROPCON,PROP
557,@SUPER89,30829M,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SUPER ENERGY CORPORATION,C764XR800,4295893457,RESOURC,ENERG
558,@SURAP1,502772,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SURAPON FOODS,C76458920,4295892804,AGRO,FOOD
559,@SVIPU3,502762,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SVI,C764H6640,4295893251,TECH,ETRON
560,@SVOAT1,317739,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SVOA,C76481680,4295892898,TECH,ICT
561,@SYMPH74,71983R,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SYMPHONY COMMUNICATION,C764H5090,5000781834,TECH,ICT
562,@SYNER68,90540A,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,SYNERGETIC AUTO PERFORMANCE,C764H0ZE0,5052134207,FINCIAL,FIN
563,@SYNNE7,53549E,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,SYNNEX (THAILAND),C764I9S10,4298015010,TECH,ICT
564,@TAKUN1,9064YK,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TAKUNI GROUP,C764H55O0,5042272896,RESOURC,-
565,@TALAA2,725692,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TALAAD THAI LEASEHOLD PROPERTY,C764H51X0,5000814599,PROPCON,PF&REIT
566,@TANAC2,2773N0,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,TANACHIRA RETAIL CORPORATION,,5055459695,SERVICE,COMM
567,@TAPAC1,29876H,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TAPACO,C764ZC000,4295893443,PROPCON,-
568,@TBNCO1,2748VR,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,TBN,C764H16E0,5083769357,TECH,-
569,@TEAMP3,15399C,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TEAM PRECISION,C764WX000,4295893430,TECH,ETRON
570,@TECHN193,2557YF,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,TECHNO MEDICAL,C764H0Z30,4298546068,CONSUMP,-
571,@TEKAC1,2672V6,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,TEKA CONSTRUCTION,C764H1340,5080515746,PROPCON,CONS
572,@TEXTI16,777362,Y,1,Ordinary Share,2023-12-08 00:00:00,ACTIVE,THA,FULL COVERAGE,TPCS,C764A2660,4295892986,INDUS,IMM
573,@THACH1,2684NH,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,THACHANG GREEN ENERGY,C764H13T0,5082055549,RESOURC,ENERG
574,@THAIA16,88859Y,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,THAI AGRO ENERGY,C764H58Y0,5000024378,RESOURC,ENERG
575,@THAIB2,865431,Y,1,Ordinary Share,2023-12-08 00:00:00,ACTIVE,THA,FULL COVERAGE,PLUS TECH INNOVATION,C764H6870,4295893273,SERVICE,MEDIA
576,@THAIC29,2766PM,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,THAI COCONUT,C764H59P0,5050698245,AGRO,FOOD
577,@THAIC9,503168,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,BIRLA CARBON,C764A2670,4295892944,INDUS,PETRO
578,@THAID3,316077,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,NUSASIRI,C764H6920,4295893282,PROPCON,PROP
579,@THAIE12,2693H4,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,THAI EASTERN GROUP HOLDINGS,C764H1470,5082501903,AGRO,AGRI
580,@THAIE4,314004,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,FULL COVERAGE,PREMIER TECHNOLOGY,C764B1780,4295893002,TECH,ICT
581,@THAIE6,9370XR,Y,1,Ordinary Share,2023-12-13 00:00:00,ACTIVE,THA,RESEARCH,THAI ENGER HOLDING,C764H1ZK0,5063729039,PROPCON,-
